brand,model,primary_camera,secondary_camera,WLAN,bluetooth,sensors,colors,internal_memory,release_status,release_year,release_month/quarter,removable/non-removable,battery_type,battery_current,battery_unit,display_resolution,display_size,GPRS,EDGE,dimentions,SIM,CPU,Chipset,GPU,memory_card,RAM,GPS,OS
Celkon,A225,8 MP,Yes,Yes,Yes,Accelerometer,Black,,Discontinued,,,Removable,NiMH,500,mAh,4.7 inches,480 x 854 pixels ,Yes,Class 12,-,Dual SIM (Mini-SIM),Dual-core 1.0 GHz Cortex-A9,Mediatek MT6577,PowerVR SGX531u,microSD  up to 32 GB (dedicated slot),,Yes,Android 4.1 (Jelly Bean)
Celkon,C7050,2 MP,No,Yes,Yes,,Black,,Discontinued,,,Removable,NiMH,500,mAh,4.0 inches,320 x 480 pixels ,Yes,Yes,-,Dual SIM (Mini-SIM),,,,microSD  up to 32 GB (dedicated slot),,No,
Celkon,C7070,2 MP,No,Yes,Yes,,Black,,Discontinued,,,Removable,NiMH,500,mAh,3.5 inches,320 x 480 pixels ,Yes,Yes,-,Dual SIM (Mini-SIM),,,,microSD  up to 32 GB (dedicated slot),,No,
Celkon,C44 Star,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,NiMH,500,mAh,2.4 inches,240 x 320 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C54,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,900,mAh,2.4 inches,240 x 320 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,GC10,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,1000,mAh,2.6 inches,240 x 320 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C3333,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,1000,mAh,2.6 inches,240 x 320 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C3333,1.3 MP,No,No,Yes,, Gray,,Discontinued,,,Removable,Li-Ion,1000,mAh,2.6 inches,240 x 320 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C356,Yes,No,No,Yes,,Black/Red,,Discontinued,,,Removable,NiMH,700,mAh,1.8 inches,176 x 220 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C356,Yes,No,No,Yes,, Black/Yellow,,Discontinued,,,Removable,NiMH,700,mAh,1.8 inches,176 x 220 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C356,Yes,No,No,Yes,, White,,Discontinued,,,Removable,NiMH,700,mAh,1.8 inches,176 x 220 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C355,Yes,No,No,Yes,,Black/Red,,Discontinued,,,Removable,NiMH,700,mAh,1.77 inches,128 x 160 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C355,Yes,No,No,Yes,, Black/Yellow,,Discontinued,,,Removable,NiMH,700,mAh,1.77 inches,128 x 160 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C355,Yes,No,No,Yes,, Black/Silver,,Discontinued,,,Removable,NiMH,700,mAh,1.77 inches,128 x 160 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,A79,3.15 MP,No,Yes,Yes,Accelerometer,Black,,Discontinued,,,Removable,NiMH,650,mAh,3.5 inches ,320 x 420 pixels ,Yes,Yes,115 x 62 x 13 mm ,Dual SIM (Mini-SIM),Dual-core 1.0 GHz,,,microSD  up to 16 GB (dedicated slot),,Yes,Android 2.3.5 (Gingerbread)
Celkon,CT 9,Yes,No,Wi-Fi 802.11 b/g,Yes,Accelerometer,White/Black,,Discontinued,,,Removable,Li-Ion,900,mAh,9.0 inches ,480 x 800 pixels ,No,No,239 x 146 x 13 mm ,No,1.2 GHz Cortex-A9,,,microSD  up to 32 GB (dedicated slot),,No,Android 4.0 (Ice Cream Sandwich)
Celkon,C19,1.3 MP,No,No,Yes,,Black/Gray,,Discontinued,,,Removable,Li-Ion,800,mAh,2.4 inches ,240 x 320 pixels ,No,No,121.5 x 52.2 x 11.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C19,1.3 MP,No,No,Yes,, White/Red,,Discontinued,,,Removable,Li-Ion,800,mAh,2.4 inches ,240 x 320 pixels ,No,No,121.5 x 52.2 x 11.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,A900,5 MP,Yes,Yes,Yes,Accelerometer,Black,,Discontinued,,,Removable,Li-Ion,600,mAh,5.0 inches ,480 x 800 pixels ,Yes,Yes,152.8 x 81.7 x 10.2 mm ,Dual SIM (Mini-SIM),1.0 GHz,,,microSD  up to 32 GB (dedicated slot),,Yes,Android 2.3.6 (Gingerbread)
Celkon,CT 2,Yes,No,Wi-Fi 802.11 b/g,Yes,Accelerometer,Black,,Discontinued,,,Removable,Li-Ion,NaN,,7.0 inches ,480 x 800 pixels ,No,No,194 x 120 x 11.6 mm ,Mini-SIM,1.0 GHz Cortex-A8,,,microSD  up to 32 GB (dedicated slot),,Yes,Android 4.0 (Ice Cream Sandwich)
Celkon,C52,1.3 MP,No,No,Yes,,White/Red,,Discontinued,,,Removable,Li-Ion,NaN,,2.4 inches ,240 x 320 pixels ,Yes,No,118.1 x 50.5 x 12.7 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C9 Star,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,720,mAh,2.4 inches ,240 x 320 pixels ,No,No,114.3 x 48.8 x 15.6 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C9 Star,1.3 MP,No,No,Yes,, Black/Green,,Discontinued,,,Removable,Li-Ion,720,mAh,2.4 inches ,240 x 320 pixels ,No,No,114.3 x 48.8 x 15.6 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C24,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,700,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,123 x 52 x 14.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C3000,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,NaN,,2.4 inches ,240 x 320 pixels ,No,No,118.7 x 52.7 x 16.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C3000,1.3 MP,No,No,Yes,, White/green,,Discontinued,,,Removable,Li-Ion,NaN,,2.4 inches ,240 x 320 pixels ,No,No,118.7 x 52.7 x 16.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C607,Yes,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,780,mAh,1.8 inches ,128 x 160 pixels ,No,No,110.1 x 46 x 16 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C262,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,NaN,,2.6 inches ,240 x 320 pixels ,Yes,No,118 x 53 x 13 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C360,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,NaN,,2.6 inches ,240 x 320 pixels ,Yes,No,119.5 x 54 x 13.9 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C359,Yes,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,780,mAh,1.8 inches,176 x 220 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C350,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,570,mAh,1.8 inches ,128 x 160 pixels ,No,No,106 x 44 x 14.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C770N,2 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,1100,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,118 x 52 x 12.9 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C705,1.3 MP,No,No,Yes,,Black/Orange,,Discontinued,,,Removable,Li-Ion,700,mAh,2.4 inches ,240 x 320 pixels ,No,No,117 x 51 x 14.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C606,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,1100,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,119 x 53 x 15.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C570,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,NaN,,2.4 inches ,240 x 320 pixels ,Yes,No,116.5 x 49.5 x 9.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C504,2 MP,No,No,Yes,,Black/Blue,,Discontinued,,,Removable,Li-Ion,NaN,,2.6 inches ,240 x 320 pixels ,Yes,No,117 x 49 x 13.9 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C206,Yes,No,No,Yes,,Black/Green,,Discontinued,,,Removable,Li-Ion,NaN,,1.8 inches ,176 x 220 pixels ,No,No,108 x 48 x 16.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C203,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,780,mAh,1.8 inches ,128 x 160 pixels ,No,No,107 x 47 x 14.6 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C17,Yes,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,1200,mAh,2.4 inches ,240 x 320 pixels ,No,No,111 x 49.6 x 14.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C75,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,800,mAh,3.2 inches ,320 x 480 pixels ,Yes,No,110 x 62 x 13 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,i4,3 MP,No,No,Yes,,Black/Silver,,Discontinued,,,Removable,Li-Ion,800,mAh,3.5 inches ,320 x 480 pixels ,Yes,Yes,112 x 61 x 10 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 32 GB (dedicated slot),,No,
Celkon,A7,2 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,700,mAh,3.2 inches,240 x 400 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,A88,3.15 MP,Yes,Wi-Fi 802.11 b/g,Yes,Accelerometer,Black/Golden,,Discontinued,,,Removable,Li-Ion,800,mAh,3.5 inches ,320 x 480 pixels ,Yes,Yes,116 x 60.5 x 13.2 mm ,Dual SIM (Mini-SIM),650 MHz Cortex-A9,Mediatek MT6513,PowerVR SGX531,microSD  up to 32 GB (dedicated slot),,Yes,Android 2.3.5 (Gingerbread)
Celkon,C770 Dj,2 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,780,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,118 x 52 x 12.9 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C769,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,800,mAh,2.6 inches ,240 x 320 pixels ,Yes,No,117.5 x 52 x 13.2 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C349,1.3 MP,No,No,No,,Black,,Discontinued,,,Removable,Li-Ion,NaN,,1.8 inches,176 x 220 pixels ,No,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C337,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,NaN,,2.0 inches,176 x 220 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C337,1.3 MP,No,No,Yes,, Black/Red,,Discontinued,,,Removable,Li-Ion,NaN,,2.0 inches,176 x 220 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C260,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,NaN,,2.6 inches ,240 x 320 pixels ,Yes,No,117.5 x 52 x 11.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C70,1.3 MP,No,No,Yes,,Silver,,Discontinued,,,Removable,Li-Ion,NaN,,2.2 inches,176 x 220 pixels ,Yes,No,-,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C55,1.3 MP,No,No,Yes,,Black/Gray,,Discontinued,,,Removable,Li-Ion,NaN,,2.2 inches ,176 x 220 pixels ,Yes,No,95 x 48 x 15 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,A9,3.15 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,NaN,,3.5 inches ,480 x 800 pixels ,Yes,No,120 x 62 x 12.9 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C3030,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,NiMH,NaN,,2.6 inches ,240 x 320 pixels ,Yes,No,120 x 56 x 16 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C3030,1.3 MP,No,No,Yes,, Red,,Discontinued,,,Removable,NiMH,NaN,,2.6 inches ,240 x 320 pixels ,Yes,No,120 x 56 x 16 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C90,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,NiMH,NaN,,2.4 inches ,240 x 320 pixels ,Yes,No,101 x 52 x 12.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C90,1.3 MP,No,No,Yes,, White/Red,,Discontinued,,,Removable,NiMH,NaN,,2.4 inches ,240 x 320 pixels ,Yes,No,101 x 52 x 12.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C909,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,NaN,,2.4 inches ,240 x 320 pixels ,Yes,No,115 x 52 x 11.4 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C909,1.3 MP,No,No,Yes,, Black/Red,,Discontinued,,,Removable,Li-Ion,NaN,,2.4 inches ,240 x 320 pixels ,Yes,No,115 x 52 x 11.4 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C60,1.3 MP,No,No,Yes,,Black,,Discontinued,,,Removable,Li-Ion,1100,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,100 x 47 x 14.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C60,1.3 MP,No,No,Yes,, White,,Discontinued,,,Removable,Li-Ion,1100,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,100 x 47 x 14.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C305,1.3 MP,No,No,Yes,,Black/Red,,Discontinued,,,Removable,Li-Ion,1100,mAh,1.8 inches ,186 x 220 pixels ,Yes,No,105 x 43 x 15 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C303,1.3 MP,No,No,Yes,,Black/Orange,,Available.,2015,June,Removable,Li-Ion,800,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,112 x 45 x 12 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C201,1.3 MP,No,No,Yes,,Black,,Available.,2015,June,Removable,Li-Ion,800,mAh,1.8 inches ,128 x 160 pixels ,No,No,105 x 44.4 x 14.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C201,1.3 MP,No,No,Yes,, Orange,,Available.,2015,June,Removable,Li-Ion,800,mAh,1.8 inches ,128 x 160 pixels ,No,No,105 x 44.4 x 14.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C202,2 MP,No,No,Yes,,Black/Red,,Available.,2015,June,Removable,Li-Ion,800,mAh,2.2 inches ,176 x 220 pixels ,No,No,115 x 45 x 13 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C404,1.3 MP,No,No,Yes,,Black/Blue,,Available.,2015,June,Removable,Li-Ion,800,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,117 x 50 x 14 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C404,1.3 MP,No,No,Yes,, Black/Red,,Available.,2015,June,Removable,Li-Ion,800,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,117 x 50 x 14 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C5050,2 MP,No,No,Yes,,Black/Red,,Available.,2015,June,Removable,Li-Ion,800,mAh,2.8 inches ,240 x 320 pixels ,Yes,No,101.6 x 57 x 14.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,i9,Yes,No,No,Yes,,Black,,Available.,2015,May,Removable,Li-Ion,1100,mAh,2.4 inches ,176 x 220 pixels ,Yes,No,105 x 45 x 14.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,i9,Yes,No,No,Yes,, White,,Available.,2015,May,Removable,Li-Ion,1100,mAh,2.4 inches ,176 x 220 pixels ,Yes,No,105 x 45 x 14.8 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C2010,2 MP,No,No,Yes,,Black/Silver,,Available.,2015,May,Removable,Li-Ion,1100,mAh,2.8 inches ,240 x 320 pixels ,Yes,No,120 x 55.8 x 14.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C207,1.3 MP,No,No,Yes,,Black/Red,,Available.,2015,February,Removable,Li-Ion,1100,mAh,1.8 inches| 1.80 ,176 x 220 pixels ,Yes,No,107 x 45 x 12 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C207,1.3 MP,No,No,Yes,, Black/Orange,,Available.,2015,February,Removable,Li-Ion,1100,mAh,1.8 inches| 1.80 ,176 x 220 pixels ,Yes,No,107 x 45 x 12 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,A1,3.15 MP,No,Wi-Fi 802.11 b/g,Yes,,Black,,Available.,2015,February,Removable,Li-Ion,1100,mAh,3.2 inches ,240 x 400 pixels ,Yes,Yes,113.5 x 54.5 x 12.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 32 GB (dedicated slot),,Yes with A-GPS,Android 2.2.1 (Froyo)
Celkon,C609,1.3 MP,No,No,Yes,,Black/Blue,,Available.,2015,February,Removable,Li-Ion,1100,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,112 x 47 x 14 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C609,1.3 MP,No,No,Yes,, Black/Red,,Available.,2015,February,Removable,Li-Ion,1100,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,112 x 47 x 14 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C102,,,No,No,,Black/Orange,,Available.,2014,September,Removable,Li-Ion,1020,mAh,1.8 inches ,128 x 160 pixels ,Yes,No,111 x 46 x 15.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C77,1.3 MP,No,No,Yes,,Gray,,Available.,2014,September,Removable,Li-Ion,1020,mAh,2.8 inches ,240 x 400 pixels ,Yes,No,110.2 x 53.4 x 12.2 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C100,Yes,No,No,Yes,,Black/Red,,Available.,2014,September,Removable,Li-Ion,1020,mAh,1.8 inches ,128 x 160 pixels ,Yes,No,113 x 48.5 x 15.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 2 GB (dedicated slot),,No,
Celkon,C100,Yes,No,No,Yes,, Black/Blue,,Available.,2014,September,Removable,Li-Ion,1020,mAh,1.8 inches ,128 x 160 pixels ,Yes,No,113 x 48.5 x 15.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 2 GB (dedicated slot),,No,
Celkon,C555,2 MP,No,No,Yes,,Yellow,,Available.,2014,September,Removable,Li-Ion,1020,mAh,3.2 inches ,240 x 400 pixels ,Yes,No,108.3 x 54.8 x 12.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C555,2 MP,No,No,Yes,, Black,,Available.,2014,September,Removable,Li-Ion,1020,mAh,3.2 inches ,240 x 400 pixels ,Yes,No,108.3 x 54.8 x 12.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C205,1.3 MP,No,No,Yes,,Black/Red,,Available.,2014,September,Removable,Li-Ion,1020,mAh,1.8 inches| 1.80 ,176 x 220 pixels ,Yes,No,113 x 48.5 x 15.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C44,1.3 MP,No,No,Yes,,Black/Red,,Available.,2014,September,Removable,Li-Ion,1020,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,114 x 50 x 15.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C44,1.3 MP,No,No,Yes,, Black/Orange,,Available.,2014,September,Removable,Li-Ion,1020,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,114 x 50 x 15.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C101,,,No,No,,Black/Orange,,Available.,2014,May,Removable,Li-Ion,1200,mAh,1.8 inches ,176 x 220 pixels ,No,No,111 x 46 x 15.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C33,1.3 MP,No,No,Yes,,Black/Yellow,,Available.,2014,May,Removable,Li-Ion,1200,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,111 x 46 x 14.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C33,1.3 MP,No,No,Yes,, Black/Silver,,Available.,2014,May,Removable,Li-Ion,1200,mAh,2.0 inches ,176 x 220 pixels ,Yes,No,111 x 46 x 14.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C550,1.3 MP,No,No,Yes,,Black/Silver,,Available.,2014,May,Removable,Li-Ion,1200,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,112.2 x 48.5 x 14.9 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C66,1.3 MP,No,No,Yes,,Black/Red,,Available.,2014,May,Removable,Li-Ion,1200,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,114 x 50 x 15.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C339,1.3 MP,No,No,Yes,,Black/Red,,Available.,2014,May,Removable,Li-Ion,1200,mAh,1.8 inches ,128 x 160 pixels ,Yes,No,108 x 44.5 x 15 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C10,Yes,No,No,No,,Black/Red,,Available.,2014,May,Removable,Li-Ion,1200,mAh,1.8 inches ,128 x 160 pixels ,Yes,No,108 x 46 x 14.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 4 GB (dedicated slot),,No,
Celkon,C770,1.3 MP,No,No,Yes,,Black/Red,,Available.,2014,May,Removable,Li-Ion,1200,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,114 x 50 x 15.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C770,1.3 MP,No,No,Yes,, Black/Silver,,Available.,2014,May,Removable,Li-Ion,1200,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,114 x 50 x 15.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C20,Yes,No,No,Yes,,Black/Orange,,Available.,2014,May,Removable,Li-Ion,1200,mAh,1.8 inches ,128 x 160 pixels ,Yes,No,108 x 46 x 14.3 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 2 GB (dedicated slot),,No,
Celkon,C88,2 MP,No,No,Yes,,Black,,Available.,2014,May,Removable,Li-Ion,1200,mAh,3.2 inches ,240 x 400 pixels ,Yes,No,109 x 54.5 x 14 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C2000,1.3 MP,No,No,Yes,,Black,,Available.,2014,February,Removable,Li-Ion,1100,mAh,2.8 inches ,240 x 320 pixels ,Yes,No,119 x 55.7 x 14 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C007,1.3 MP,Spy camera,No,Yes,,Black/Red,,Available.,2014,February,Removable,Li-Ion,1100,mAh,2.2 inches ,176 x 220 pixels ,Yes,No,110 x 46 x 11 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
Celkon,C999,2 MP,Yes,No,Yes,,Black,,Available.,2014,February,Removable,Li-Ion,1100,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,112 x 60 x 12.5 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 16 GB (dedicated slot),,No,
Celkon,C777,1.3 MP,No,No,Yes,,Black,,Available.,2014,February,Removable,Li-Ion,1100,mAh,2.4 inches ,240 x 320 pixels ,Yes,No,114.4 x 51.4 x 15.6 mm ,Dual SIM (Mini-SIM),,,,microSD  up to 8 GB (dedicated slot),,No,
